event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold(after_promo),base_price_after_promo,revenue_before_promo,quantity_sold_after_promo,revenue_after_promo,isu,isu_pct,ir,ir_pct
361cfb,STMLR-0,CAMP_DIW_01,P14,1020,BOGOF,22,69,510,22440,138,70380,116,5.27,47940,2.14
e7bdad,STMLR-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,510,24480,160,81600,136,5.67,57120,2.33
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,510,40800,272,138720,232,5.8,97920,2.4
b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,510,92820,722,368220,631,6.93,275400,2.97
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,510,43860,250,127500,207,4.81,83640,1.91
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,510,53040,364,185640,312,6,132600,2.5
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,510,114240,588,299880,476,4.25,185640,1.63
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,510,37740,192,97920,155,4.19,60180,1.59
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,510,89760,692,352920,604,6.86,263160,2.93
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,510,43860,254,129540,211,4.91,85680,1.95
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,510,43860,250,127500,207,4.81,83640,1.91
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,510,47940,326,166260,279,5.94,118320,2.47
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,510,45900,306,156060,261,5.8,110160,2.4
06c981,STHYD-2,CAMP_DIW_01,P14,1020,BOGOF,42,139,510,42840,278,141780,236,5.62,98940,2.31
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,510,76500,396,201960,321,4.28,125460,1.64
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,510,40800,276,140760,236,5.9,99960,2.45
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,510,36720,252,128520,216,6,91800,2.5
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,510,132600,1028,524280,898,6.91,391680,2.95
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,510,104040,558,284580,456,4.47,180540,1.74
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,510,55080,274,139740,220,4.07,84660,1.54
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,510,36720,290,147900,254,7.06,111180,3.03
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,510,79560,662,337620,584,7.49,258060,3.24
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,510,31620,216,110160,185,5.97,78540,2.48
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,510,43860,288,146880,245,5.7,103020,2.35
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,510,53040,352,179520,300,5.77,126480,2.38
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,510,38760,228,116280,190,5,77520,2
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,510,107100,814,415140,709,6.75,308040,2.88
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,510,24480,160,81600,136,5.67,57120,2.33
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,510,86700,700,357000,615,7.24,270300,3.12
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,510,108120,848,432480,742,7,324360,3
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,510,113220,858,437580,747,6.73,324360,2.86
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,510,107100,552,281520,447,4.26,174420,1.63
bea96f,STVSK-2,CAMP_SAN_01,P14,1020,BOGOF,64,250,510,65280,500,255000,436,6.81,189720,2.91
a9d059,STCHE-7,CAMP_DIW_01,P14,1020,BOGOF,50,202,510,51000,404,206040,354,7.08,155040,3.04
1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,BOGOF,52,178,510,53040,356,181560,304,5.85,128520,2.42
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,BOGOF,100,396,510,102000,792,403920,692,6.92,301920,2.96
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,510,64260,488,248880,425,6.75,184620,2.87
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,510,126480,1028,524280,904,7.29,397800,3.15
bf49bf,STCHE-4,CAMP_SAN_01,P14,1020,BOGOF,111,473,510,113220,946,482460,835,7.52,369240,3.26
5bc324,STTRV-1,CAMP_DIW_01,P14,1020,BOGOF,19,66,510,19380,132,67320,113,5.95,47940,2.47
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,BOGOF,75,297,510,76500,594,302940,519,6.92,226440,2.96
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,510,38760,238,121380,200,5.26,82620,2.13
a6276f,STCHE-4,CAMP_DIW_01,P14,1020,BOGOF,56,224,510,57120,448,228480,392,7,171360,3
da99ec,STCHE-5,CAMP_DIW_01,P14,1020,BOGOF,54,184,510,55080,368,187680,314,5.81,132600,2.41
9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,BOGOF,29,97,510,29580,194,98940,165,5.69,69360,2.34
918a17,STVSK-1,CAMP_DIW_01,P14,1020,BOGOF,26,91,510,26520,182,92820,156,6,66300,2.5
6a7fa1,STVJD-1,CAMP_SAN_01,P14,1020,BOGOF,61,243,510,62220,486,247860,425,6.97,185640,2.98
deea3e,STMLR-1,CAMP_SAN_01,P14,1020,BOGOF,51,198,510,52020,396,201960,345,6.76,149940,2.88
35e1c7,STBLR-1,CAMP_DIW_01,P14,1020,BOGOF,54,169,510,55080,338,172380,284,5.26,117300,2.13
30bacd,STBLR-3,CAMP_DIW_01,P14,1020,BOGOF,42,143,510,42840,286,145860,244,5.81,103020,2.4
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,BOGOF,79,349,510,80580,698,355980,619,7.84,275400,3.42
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,BOGOF,93,234,510,94860,468,238680,375,4.03,143820,1.52
33da9a,STHYD-5,CAMP_DIW_01,P14,1020,BOGOF,54,183,510,55080,366,186660,312,5.78,131580,2.39
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,510,28560,184,93840,156,5.57,65280,2.29
3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,510,85680,438,223380,354,4.21,137700,1.61
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,510,47940,378,192780,331,7.04,144840,3.02
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,510,70380,548,279480,479,6.94,209100,2.97
349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,510,58140,378,192780,321,5.63,134640,2.32
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,510,105060,888,452880,785,7.62,347820,3.31
8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,510,22440,146,74460,124,5.64,52020,2.32
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,510,47940,358,182580,311,6.62,134640,2.81
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,510,88740,694,353940,607,6.98,265200,2.99
bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,510,55080,412,210120,358,6.63,155040,2.81
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,510,29580,202,103020,173,5.97,73440,2.48
73f158,STHYD-2,CAMP_SAN_01,P14,1020,BOGOF,118,459,510,120360,918,468180,800,6.78,347820,2.89
141aea,STCHE-7,CAMP_SAN_01,P14,1020,BOGOF,111,493,510,113220,986,502860,875,7.88,389640,3.44
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,510,79560,620,316200,542,6.95,236640,2.97
021d48,STMLR-2,CAMP_SAN_01,P14,1020,BOGOF,61,243,510,62220,486,247860,425,6.97,185640,2.98
7641,STBLR-1,CAMP_SAN_01,P14,1020,BOGOF,97,257,510,98940,514,262140,417,4.3,163200,1.65
4236be,STTRV-0,CAMP_SAN_01,P14,1020,BOGOF,70,280,510,71400,560,285600,490,7,214200,3
a617b5,STHYD-4,CAMP_SAN_01,P14,1020,BOGOF,102,410,510,104040,820,418200,718,7.04,314160,3.02
1130ea,STHYD-6,CAMP_DIW_01,P14,1020,BOGOF,45,155,510,45900,310,158100,265,5.89,112200,2.44
35418e,STTRV-0,CAMP_DIW_01,P14,1020,BOGOF,21,70,510,21420,140,71400,119,5.67,49980,2.33
59effd,STBLR-5,CAMP_SAN_01,P14,1020,BOGOF,97,380,510,98940,760,387600,663,6.84,288660,2.92
3bcf8b,STCHE-6,CAMP_SAN_01,P14,1020,BOGOF,138,547,510,140760,1094,557940,956,6.93,417180,2.96
11578,STHYD-3,CAMP_SAN_01,P14,1020,BOGOF,87,236,510,88740,472,240720,385,4.43,151980,1.71
fe3560,STHYD-4,CAMP_DIW_01,P13,350,BOGOF,73,245,175,25550,490,85750,417,5.71,60200,2.36
1e9a06,STCHE-4,CAMP_DIW_01,P13,350,BOGOF,84,338,175,29400,676,118300,592,7.05,88900,3.02
35fb5b,STCBE-2,CAMP_DIW_01,P13,350,BOGOF,50,190,175,17500,380,66500,330,6.6,49000,2.8
3beb46,STMYS-2,CAMP_SAN_01,P13,350,BOGOF,81,208,175,28350,416,72800,335,4.14,44450,1.57
741bef,STMYS-0,CAMP_SAN_01,P13,350,BOGOF,114,287,175,39900,574,100450,460,4.04,60550,1.52
b8269b,STBLR-1,CAMP_DIW_01,P13,350,BOGOF,77,232,175,26950,464,81200,387,5.03,54250,2.01
1ed982,STCHE-6,CAMP_DIW_01,P13,350,BOGOF,75,252,175,26250,504,88200,429,5.72,61950,2.36
dcaa89,STHYD-6,CAMP_SAN_01,P13,350,BOGOF,100,403,175,35000,806,141050,706,7.06,106050,3.03
677e2c,STHYD-1,CAMP_SAN_01,P13,350,BOGOF,122,326,175,42700,652,114100,530,4.34,71400,1.67
300664,STHYD-5,CAMP_DIW_01,P13,350,BOGOF,80,276,175,28000,552,96600,472,5.9,68600,2.45
70c312,STHYD-4,CAMP_SAN_01,P13,350,BOGOF,135,534,175,47250,1068,186900,933,6.91,139650,2.96
1ee94b,STHYD-0,CAMP_DIW_01,P13,350,BOGOF,68,235,175,23800,470,82250,402,5.91,58450,2.46
bfb2b4,STBLR-7,CAMP_SAN_01,P13,350,BOGOF,133,559,175,46550,1118,195650,985,7.41,149100,3.2
98c85b,STMLR-2,CAMP_DIW_01,P13,350,BOGOF,38,133,175,13300,266,46550,228,6,33250,2.5
166a02,STCHE-6,CAMP_SAN_01,P13,350,BOGOF,111,445,175,38850,890,155750,779,7.02,116900,3.01
e7d681,STCHE-5,CAMP_DIW_01,P13,350,BOGOF,66,226,175,23100,452,79100,386,5.85,56000,2.42
2b0a40,STHYD-2,CAMP_DIW_01,P13,350,BOGOF,82,273,175,28700,546,95550,464,5.66,66850,2.33
cfa879,STCHE-4,CAMP_SAN_01,P13,350,BOGOF,114,502,175,39900,1004,175700,890,7.81,135800,3.4
d7e3d8,STVJD-1,CAMP_DIW_01,P13,350,BOGOF,36,124,175,12600,248,43400,212,5.89,30800,2.44
43feca,STMDU-3,CAMP_DIW_01,P13,350,BOGOF,56,184,175,19600,368,64400,312,5.57,44800,2.29
f7aec5,STCHE-5,CAMP_SAN_01,P13,350,BOGOF,87,341,175,30450,682,119350,595,6.84,88900,2.92
8cd1ec,STCHE-1,CAMP_SAN_01,P13,350,BOGOF,124,324,175,43400,648,113400,524,4.23,70000,1.61
e553f2,STTRV-0,CAMP_DIW_01,P13,350,BOGOF,38,129,175,13300,258,45150,220,5.79,31850,2.39
87be33,STBLR-6,CAMP_SAN_01,P13,350,BOGOF,120,516,175,42000,1032,180600,912,7.6,138600,3.3
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,BOGOF,82,323,175,28700,646,113050,564,6.88,84350,2.94
17d5c1,STCBE-0,CAMP_DIW_01,P13,350,BOGOF,52,173,175,18200,346,60550,294,5.65,42350,2.33
b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,175,22050,326,57050,263,4.17,35000,1.59
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,175,17150,378,66150,329,6.71,49000,2.86
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,175,40950,938,164150,821,7.02,123200,3.01
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,175,32900,658,115150,564,6,82250,2.5
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,175,32900,748,130900,654,6.96,98000,2.98
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,175,17150,328,57400,279,5.69,40250,2.35
b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,175,23100,440,77000,374,5.67,53900,2.33
459bc3,STBLR-8,CAMP_SAN_01,P13,350,BOGOF,97,378,175,33950,756,132300,659,6.79,98350,2.9
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,175,40250,890,155750,775,6.74,115500,2.87
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,175,22050,378,66150,315,5,44100,2
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,175,38850,882,154350,771,6.95,115500,2.97
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,175,24850,496,86800,425,5.99,61950,2.49
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,175,17850,410,71750,359,7.04,53900,3.02
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,175,30450,692,121100,605,6.95,90650,2.98
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,175,28700,478,83650,396,4.83,54950,1.91
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,175,25550,564,98700,491,6.73,73150,2.86
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,175,29400,586,102550,502,5.98,73150,2.49
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,175,42350,1000,175000,879,7.26,132650,3.13
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,175,21350,356,62300,295,4.84,40950,1.92
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,175,34300,744,130200,646,6.59,95900,2.8
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,175,20300,296,51800,238,4.1,31500,1.55
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,175,32900,742,129850,648,6.89,96950,2.95
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,175,25550,564,98700,491,6.73,73150,2.86
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,175,16450,322,56350,275,5.85,39900,2.43
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,175,14700,256,44800,214,5.1,30100,2.05
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,175,41300,910,159250,792,6.71,117950,2.86
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,175,31500,742,129850,652,7.24,98350,3.12
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,175,29750,430,75250,345,4.06,45500,1.53
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,175,24500,562,98350,492,7.03,73850,3.01
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,175,38850,580,101500,469,4.23,62650,1.61
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,175,45150,1080,189000,951,7.37,143850,3.19
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,175,29400,570,99750,486,5.79,70350,2.39
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,175,14700,290,50750,248,5.9,36050,2.45
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,175,26250,400,70000,325,4.33,43750,1.67
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,175,12600,244,42700,208,5.78,30100,2.39
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,175,21000,468,81900,408,6.8,60900,2.9
c6e3ae,STCHE-0,CAMP_SAN_01,P13,350,BOGOF,117,457,175,40950,914,159950,797,6.81,119000,2.91
eae38f,STVJD-1,CAMP_SAN_01,P13,350,BOGOF,73,286,175,25550,572,100100,499,6.84,74550,2.92
2e3594,STMDU-0,CAMP_DIW_01,P13,350,BOGOF,61,237,175,21350,474,82950,413,6.77,61600,2.89
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,175,16450,326,57050,279,5.94,40600,2.47
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,175,15750,296,51800,251,5.58,36050,2.29
440bd9,STBLR-0,CAMP_SAN_01,P13,350,BOGOF,129,528,175,45150,1056,184800,927,7.19,139650,3.09
b94bda,STMYS-0,CAMP_DIW_01,P13,350,BOGOF,56,168,175,19600,336,58800,280,5,39200,2
37cb7c,STCHE-0,CAMP_DIW_01,P13,350,BOGOF,61,203,175,21350,406,71050,345,5.66,49700,2.33
5f65df,STCHE-2,CAMP_SAN_01,P13,350,BOGOF,105,423,175,36750,846,148050,741,7.06,111300,3.03
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,175,33600,754,131950,658,6.85,98350,2.93
aa54a7,STHYD-1,CAMP_DIW_01,P13,350,BOGOF,91,281,175,31850,562,98350,471,5.18,66500,2.09
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,BOGOF,106,454,175,37100,908,158900,802,7.57,121800,3.28
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,175,25550,574,100450,501,6.86,74900,2.93
003c65,STBLR-9,CAMP_SAN_01,P13,350,BOGOF,114,457,175,39900,914,159950,800,7.02,120050,3.01
ef95a9,STBLR-3,CAMP_DIW_01,P13,350,BOGOF,87,298,175,30450,596,104300,509,5.85,73850,2.43
f95092,STVSK-1,CAMP_SAN_01,P13,350,BOGOF,124,500,175,43400,1000,175000,876,7.06,131600,3.03
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,175,27300,548,95900,470,6.03,68600,2.51
a05e82,STMYS-3,CAMP_SAN_01,P13,350,BOGOF,124,527,175,43400,1054,184450,930,7.5,141050,3.25
d2dc77,STMLR-0,CAMP_DIW_01,P13,350,BOGOF,40,119,175,14000,238,41650,198,4.95,27650,1.98
f940cf,STHYD-6,CAMP_DIW_01,P13,350,BOGOF,77,260,175,26950,520,91000,443,5.75,64050,2.38
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,175,29750,676,118300,591,6.95,88550,2.98
555fcd,STVSK-3,CAMP_DIW_01,P13,350,BOGOF,57,178,175,19950,356,62300,299,5.25,42350,2.12
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,175,15750,314,54950,269,5.98,39200,2.49
3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,175,39900,882,154350,768,6.74,114450,2.87
5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,175,24500,540,94500,470,6.71,70000,2.86
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,175,41300,928,162400,810,6.86,121100,2.93
7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,175,23800,410,71750,342,5.03,47950,2.01
6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,175,21000,480,84000,420,7,63000,3
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,175,14000,264,46200,224,5.6,32200,2.3
675714,STCBE-3,CAMP_DIW_01,P13,350,BOGOF,61,201,175,21350,402,70350,341,5.59,49000,2.3
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,175,46550,674,117950,541,4.07,71400,1.53
d4fced,STHYD-0,CAMP_SAN_01,P13,350,BOGOF,132,520,175,46200,1040,182000,908,6.88,135800,2.94
66b7cc,STCHE-3,CAMP_DIW_01,P13,350,BOGOF,82,328,175,28700,656,114800,574,7,86100,3
c8035e,STCHE-3,CAMP_SAN_01,P13,350,BOGOF,122,529,175,42700,1058,185150,936,7.67,142450,3.34
ba86f4,STVSK-1,CAMP_DIW_01,P13,350,BOGOF,61,204,175,21350,408,71400,347,5.69,50050,2.34
d62a10,STCHE-7,CAMP_DIW_01,P13,350,BOGOF,63,242,175,22050,484,84700,421,6.68,62650,2.84
b78a4f,STCBE-3,CAMP_SAN_01,P13,350,BOGOF,99,383,175,34650,766,134050,667,6.74,99400,2.87
e5d28d,STVSK-0,CAMP_SAN_01,P13,350,BOGOF,73,282,175,25550,564,98700,491,6.73,73150,2.86
ce5851,STMDU-2,CAMP_SAN_01,P03,200,BOGOF,318,1265,100,63600,2530,253000,2212,6.96,189400,2.98
f3ac85,STBLR-5,CAMP_SAN_01,P03,200,BOGOF,348,1350,100,69600,2700,270000,2352,6.76,200400,2.88
620715,STMYS-3,CAMP_SAN_01,P03,200,BOGOF,340,1485,100,68000,2970,297000,2630,7.74,229000,3.37
4.47E+06,STVJD-0,CAMP_SAN_01,P04,370,BOGOF,253,1017,185,93610,2034,376290,1781,7.04,282680,3.02
04da18,STVSK-4,CAMP_SAN_01,P03,200,BOGOF,223,604,100,44600,1208,120800,985,4.42,76200,1.71
84a2f4,STCHE-7,CAMP_SAN_01,P04,370,BOGOF,423,1801,185,156510,3602,666370,3179,7.52,509860,3.26
8ff468,STVJD-0,CAMP_SAN_01,P03,200,BOGOF,193,773,100,38600,1546,154600,1353,7.01,116000,3.01
572031,STBLR-6,CAMP_SAN_01,P03,200,BOGOF,423,1734,100,84600,3468,346800,3045,7.2,262200,3.1
8724c8,STCBE-4,CAMP_SAN_01,P04,370,BOGOF,363,990,185,134310,1980,366300,1617,4.45,231990,1.73
4dca21,STVSK-1,CAMP_SAN_01,P04,370,BOGOF,252,985,185,93240,1970,364450,1718,6.82,271210,2.91
291ddf,STCBE-1,CAMP_SAN_01,P03,200,BOGOF,267,1054,100,53400,2108,210800,1841,6.9,157400,2.95
dbd453,STMLR-1,CAMP_SAN_01,P03,200,BOGOF,195,776,100,39000,1552,155200,1357,6.96,116200,2.98
6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,BOGOF,206,541,100,41200,1082,108200,876,4.25,67000,1.63
ab3517,STTRV-1,CAMP_SAN_01,P04,370,BOGOF,190,733,185,70300,1466,271210,1276,6.72,200910,2.86
2fe1bb,STCHE-1,CAMP_SAN_01,P04,370,BOGOF,460,1168,185,170200,2336,432160,1876,4.08,261960,1.54
af100a,STMLR-2,CAMP_SAN_01,P03,200,BOGOF,190,752,100,38000,1504,150400,1314,6.92,112400,2.96
f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,100,45600,1796,179600,1568,6.88,134000,2.94
a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,100,58800,2268,226800,1974,6.71,168000,2.86
b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,100,81200,2030,203000,1624,4,121800,1.5
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,100,50000,1374,137400,1124,4.5,87400,1.75
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,100,62000,2492,249200,2182,7.04,187200,3.02
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,100,83200,3260,326000,2844,6.84,242800,2.92
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,185,177600,3734,690790,3254,6.78,513190,2.89
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,100,38600,1492,149200,1299,6.73,110600,2.87
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,100,94400,3804,380400,3332,7.06,286000,3.03
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,185,153920,2170,401450,1754,4.22,247530,1.61
368ca0,STBLR-4,CAMP_SAN_01,P04,370,BOGOF,432,1736,185,159840,3472,642320,3040,7.04,482480,3.02
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,100,66200,1806,180600,1475,4.46,114400,1.73
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,185,98790,1462,270470,1195,4.48,171680,1.74
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,100,67200,1826,182600,1490,4.43,115400,1.72
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,100,75200,2894,289400,2518,6.7,214200,2.85
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,185,178710,3814,705590,3331,6.9,526880,2.95
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,185,140230,3244,600140,2865,7.56,459910,3.28
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,100,38000,1482,148200,1292,6.8,110200,2.9
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,185,136900,2914,539090,2544,6.88,402190,2.94
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,100,86400,3472,347200,3040,7.04,260800,3.02
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,100,52200,2082,208200,1821,6.98,156000,2.99
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,185,167980,3512,649720,3058,6.74,481740,2.87
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,100,84800,2254,225400,1830,4.32,140600,1.66
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,100,75600,2918,291800,2540,6.72,216200,2.86
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,185,112110,2344,433640,2041,6.74,321530,2.87
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,185,189810,4134,764790,3621,7.06,574980,3.03
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,185,149110,3174,587190,2771,6.88,438080,2.94
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,100,76400,3192,319200,2810,7.36,242800,3.18
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,185,98050,1346,249010,1081,4.08,150960,1.54
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,185,179820,3780,699300,3294,6.78,519480,2.89
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,100,77400,3390,339000,3003,7.76,261600,3.38
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,100,36600,1420,142000,1237,6.76,105400,2.88
